Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,passChiave,passChiave_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,palleLaterali,palleLaterali_MEAN,perdePalla,perdePalla_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,duelli,duelli_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,falliSubiti,falliSubiti_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,retiSub,retiSub_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,assist,assist_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,cutBack,cutBack_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,interventoNegativo,interventoNegativo_MEAN,ammonizioni,ammonizioni_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,interventoPositivo,interventoPositivo_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,thirdPass,thirdPass_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,reteDaPunizioneDiretta,reteDaPunizioneDiretta_PERC,reteDaPunizioneDiretta_MEAN,golProcurati,golProcurati_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,autogol,autogol_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN
98295,MICHAEL ANTHONY JAMES,HECTOR,HECTOR M.,19-07-1992,2023,171,57,,,,,,,,,3,1.00,100,33.33,5,5.00%,1.67,91,91.00%,30.33,,,,,,,68,22.67,2,2.94%,0.67,1,0.33,7,2.33,,,,,,,,,16,5.33,3,42.86%,1.00,1,0.33,1,100.00%,0.33,1,0.33,16,5.33,,,,9,56.25%,3.00,2,22.22%,0.67,3,33.33%,1.00,3,18.75%,1.00,8,50.00%,2.67,4,50.00%,1.33,3,1.00,,,,,,2,28.57%,0.67,0.000,0.000,0.000,0.000,1.142,0.381,0.000,0.000,0.922,0.307,0.000,0.000,0.000,0.000,0.000,0.000,,,,2,40.00%,0.67,4,1.33,,,,1,0.33,,,3,18.75%,1.00,,,,,,,,,,,,,,,,,,,5,1.67,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,3,100.00%,1.00,,,,,,,,2,0.67,1,6.25%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131148,RICHARD,KING,KING R.,27-11-2001,2023,6,6,,,,,,,,,2,2.00,8,8.00,,,,6,75.00%,6.00,,,,,,,5,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98296,JOEL OWEN,LATIBEAUDIERE,LATIBEAUDIERE J.,06-01-2000,2023,278,93,,,,,,,,,8,2.67,123,41.00,2,1.63%,0.67,107,86.99%,35.67,,,,,,,92,30.67,,,,,,11,3.67,2,0.67,,,,2,100.00%,0.67,14,4.67,5,45.45%,1.67,2,0.67,1,50.00%,0.33,5,1.67,31,10.33,6,19.35%,2.00,16,51.61%,5.33,6,37.50%,2.00,8,50.00%,2.67,8,25.81%,2.67,6,19.35%,2.00,3,50.00%,1.00,4,1.33,6,2.00,,,,2,18.18%,0.67,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,1,50.00%,0.33,5,1.67,,,,,,,,3,21.43%,1.00,3,60.00%,1.00,,,,,,,,,,,,,,,,6,2.00,,,,,,,,,,,,,,,,,,,,,,,4,50.00%,1.33,,,,,,,,1,0.33,1,7.14%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98284,GREGORY ALEX,LEIGH,LEIGH G.,30-09-1994,2023,203,101,,,,,,,,,1,0.50,67,33.50,8,11.94%,4.00,47,70.15%,23.50,3,7.89%,1.50,,,,38,19.00,,,,3,1.50,8,4.00,,,,,,,,,9,4.50,3,37.50%,1.50,,,,,,3,1.50,21,10.50,1,4.76%,0.50,10,47.62%,5.00,3,30.00%,1.50,1,10.00%,0.50,7,33.33%,3.50,9,42.86%,4.50,3,33.33%,1.50,2,1.00,1,0.50,,,,2,25.00%,1.00,0.000,0.000,0.000,0.000,1.296,0.648,0.019,0.010,1.296,0.648,0.000,0.000,0.000,0.000,0.000,0.000,,,,5,62.50%,2.50,2,1.00,,,,2,1.00,,,1,11.11%,0.50,2,66.67%,1.00,,,,,,,,,,,,,,,,4,2.00,1,100.00%,0.50,1,0.50,,,,1,100.00%,0.50,1,50.00%,0.50,,,,,,,,,5,71.43%,2.50,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81731,DEXTER JOENG WOO,LEMBIKISA,LEMBIKISA D.,04-11-2003,2023,195,97,4,2.00,4,100.00%,2.00,2,50.00%,1.00,3,1.50,72,36.00,11,15.28%,5.50,46,63.89%,23.00,6,11.54%,3.00,1,16.67%,0.50,52,26.00,2,3.85%,1.00,8,4.00,14,7.00,,,,,,,,,10,5.00,3,21.43%,1.50,6,3.00,3,50.00%,1.50,4,2.00,26,13.00,3,11.54%,1.50,14,53.85%,7.00,9,64.29%,4.50,4,28.57%,2.00,4,15.38%,2.00,8,30.77%,4.00,2,25.00%,1.00,1,0.50,3,1.50,2,50.00%,1.00,2,14.29%,1.00,0.121,0.061,0.992,0.496,1.304,0.652,0.043,0.022,1.425,0.713,0.871,0.436,0.121,0.061,0.054,0.027,2,50.00%,1.00,2,18.18%,1.00,1,0.50,,,,6,3.00,,,1,10.00%,0.50,2,50.00%,1.00,,,,,,,,,,,,,,,,3,1.50,1,33.33%,0.50,1,0.50,,,,1,100.00%,0.50,2,33.33%,1.00,,,,,,,,,4,100.00%,2.00,,,2,50.00%,1.00,1,0.50,,,1,10.00%,0.50,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51308,DAMION,LOWE,LOWE D.,05-05-1993,2023,171,57,1,0.33,,,,1,100.00%,0.33,11,3.67,52,17.33,6,11.54%,2.00,41,78.85%,13.67,3,7.32%,1.00,1,33.33%,0.33,41,13.67,6,14.63%,2.00,,,8,2.67,2,0.67,,,,2,100.00%,0.67,13,4.33,6,75.00%,2.00,3,1.00,1,33.33%,0.33,7,2.33,34,11.33,,,,16,47.06%,5.33,7,43.75%,2.33,10,62.50%,3.33,10,29.41%,3.33,10,29.41%,3.33,6,60.00%,2.00,4,1.33,,,,,,2,25.00%,0.67,0.092,0.031,0.000,0.000,0.572,0.191,0.078,0.026,-0.366,-0.122,-0.092,-0.031,0.092,0.031,0.000,0.000,,,,4,66.67%,1.33,,,,,,,,,,6,46.15%,2.00,2,28.57%,0.67,,,,,,,,,,,,,,,,6,2.00,2,18.18%,0.67,2,0.67,,,,1,50.00%,0.33,,,,,,,,,,,,4,40.00%,1.33,,,,,,,,1,0.33,3,23.08%,1.00,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131150,ALEX,MARSHALL,MARSHALL A.,24-02-1998,2023,6,6,1,1.00,,,,,,,,,4,4.00,,,,3,75.00%,3.00,1,33.33%,1.00,,,,3,3.00,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.025,-0.025,-0.025,0.025,0.025,0.000,0.000,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31131,SHAMAR AMARO,NICHOLSON,NICHOLSON S.,16-03-1997,2023,216,72,6,2.00,2,33.33%,0.67,4,66.67%,1.33,4,1.33,32,10.67,4,12.50%,1.33,23,71.88%,7.67,12,24.49%,4.00,4,33.33%,1.33,49,16.33,8,16.33%,2.67,1,0.33,20,6.67,,,,,,,,,1,0.33,4,20.00%,1.33,3,1.00,1,33.33%,0.33,2,0.67,33,11.00,1,3.03%,0.33,11,33.33%,3.67,7,63.64%,2.33,17,154.55%,5.67,16,48.48%,5.33,10,30.30%,3.33,4,40.00%,1.33,1,0.33,1,0.33,2,100.00%,0.67,,,,0.882,0.294,0.736,0.245,1.037,0.346,0.099,0.033,-0.187,-0.062,-0.147,-0.049,0.882,0.294,0.573,0.191,2,33.33%,0.67,2,50.00%,0.67,1,0.33,1,100.00%,0.33,,,1,0.33,,,,2,100.00%,0.67,,,,,,,,,,,,,,,,4,1.33,,,,3,1.00,,,,,,,,,,,,,,,,,,5,31.25%,1.67,1,0.33,,,,,,,,,,,2,33.33%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14171,KASEY REMEL,PALMER,PALMER K.,09-11-1996,2023,297,99,2,0.67,1,50.00%,0.33,,,,7,2.33,112,37.33,14,12.50%,4.67,83,74.11%,27.67,6,6.59%,2.00,,,,91,30.33,3,3.30%,1.00,1,0.33,19,6.33,,,,,,,,,13,4.33,6,31.58%,2.00,8,2.67,6,75.00%,2.00,7,2.33,52,17.33,4,7.69%,1.33,35,67.31%,11.67,9,25.71%,3.00,9,25.71%,3.00,6,11.54%,2.00,25,48.08%,8.33,19,76.00%,6.33,3,1.00,4,1.33,,,,2,10.53%,0.67,0.113,0.038,0.053,0.018,2.146,0.715,0.065,0.022,1.462,0.487,-0.061,-0.020,0.113,0.038,0.113,0.038,2,100.00%,0.67,4,28.57%,1.33,3,1.00,,,,,,1,0.33,5,38.46%,1.67,5,71.43%,1.67,,,,,,,,,,,,,,,,7,2.33,1,14.29%,0.33,2,0.67,,,,1,50.00%,0.33,,,,,,,,,,,,4,66.67%,1.33,,,1,100.00%,0.33,1,0.33,,,2,15.38%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,
58385,ETHAN RUPERT,PINNOCK,PINNOCK E.,29-05-1993,2023,297,99,1,0.33,1,100.00%,0.33,1,100.00%,0.33,6,2.00,182,60.67,15,8.24%,5.00,149,81.87%,49.67,2,1.59%,0.67,2,100.00%,0.67,126,42.00,3,2.38%,1.00,2,0.67,19,6.33,,,,,,,,,22,7.33,5,26.32%,1.67,2,0.67,1,50.00%,0.33,2,0.67,26,8.67,1,3.85%,0.33,17,65.38%,5.67,3,17.65%,1.00,3,17.65%,1.00,14,53.85%,4.67,7,26.92%,2.33,6,85.71%,2.00,,,1,0.33,1,100.00%,0.33,6,31.58%,2.00,0.412,0.137,0.670,0.223,2.373,0.791,0.046,0.015,2.246,0.749,0.257,0.086,0.412,0.137,0.000,0.000,,,,6,40.00%,2.00,7,2.33,,,,2,0.67,,,1,4.55%,0.33,1,50.00%,0.33,,,,,,,,,,,,,,,,7,2.33,,,,1,0.33,,,,,,,,,,,,,,,,,,8,57.14%,2.67,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
98290,JAHMALI DANTE,WAITE,WAITE J.,24-12-1998,2023,297,99,,,,,,,,,1,0.33,98,32.67,,,,86,87.76%,28.67,,,,,,,48,16.00,,,,,,14,4.67,,,,,,,,,19,6.33,7,50.00%,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,57.14%,2.67,0.000,0.000,0.000,0.000,0.719,0.240,0.000,0.000,0.719,0.240,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3.33,9,3.00,18,6.00,10,55.56%,3.33,1,0.33,17,5.67,33,11.00,10,58.82%,3.33,31,93.94%,10.33,48,16.00,21,43.75%,7.00,3,6.25%,1.00,10,100.00%,3.33,,,,7,2.33,24,50.00%,8.00,10.635,3.545,3.635,1.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17877,ROBERTO,ALVARADO,ALVARADO R.,07-09-1998,2023,16,16,,,,,,,,,,,5,5.00,1,20.00%,1.00,1,20.00%,1.00,1,16.67%,1.00,,,,6,6.00,,,,1,1.00,2,2.00,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,1,,1.00,1,100.00%,1.00,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.369,0.369,0.000,0.000,0.369,0.369,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16647,EDSON,ALVAREZ,ALVAREZ ED.,24-10-1997,2023,30,30,,,,,,,,,1,1.00,25,25.00,1,4.00%,1.00,19,76.00%,19.00,,,,,,,17,17.00,,,,,,2,2.00,,,,,,,,,3,3.00,1,50.00%,1.00,,,,,,,,4,4.00,,,,2,50.00%,2.00,1,50.00%,1.00,2,100.00%,2.00,4,100.00%,4.00,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.121,0.121,0.000,0.000,0.121,0.121,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,1,1.00,,,,,,,,2,66.67%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29854,URIEL,ANTUNA,ANTUNA U.,21-08-1997,2023,192,64,2,0.67,1,50.00%,0.33,1,50.00%,0.33,2,0.67,84,28.00,19,22.62%,6.33,60,71.43%,20.00,12,16.44%,4.00,3,25.00%,1.00,73,24.33,6,8.22%,2.00,10,3.33,16,5.33,2,0.67,1,50.00%,0.33,1,50.00%,0.33,5,1.67,,,,2,0.67,1,50.00%,0.33,,,13,4.33,,,,7,53.85%,2.33,4,57.14%,1.33,4,57.14%,1.33,5,38.46%,1.67,5,38.46%,1.67,4,80.00%,1.33,1,0.33,,,,,,,,,0.150,0.050,0.070,0.023,2.675,0.892,0.069,0.023,1.963,0.654,-0.080,-0.027,0.150,0.050,0.000,0.000,1,50.00%,0.33,8,42.11%,2.67,1,0.33,1,100.00%,0.33,9,3.00,,,2,40.00%,0.67,,,,,,,,,,,,,,,,,,,1,0.33,1,50.00%,0.33,2,0.67,,,,1,50.00%,0.33,1,11.11%,0.33,,,,1,0.33,1,100.00%,0.33,2,40.00%,0.67,2,0.67,1,100.00%,0.33,,,1,0.33,1,20.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17870,GERARDO,ARTEAGA,ARTEAGA G.,07-09-1998,2023,292,97,2,0.67,1,50.00%,0.33,1,50.00%,0.33,3,1.00,139,46.33,7,5.04%,2.33,122,87.77%,40.67,5,4.50%,1.67,1,20.00%,0.33,111,37.00,2,1.80%,0.67,7,2.33,17,5.67,2,0.67,2,100.00%,0.67,,,,13,4.33,6,35.29%,2.00,6,2.00,1,16.67%,0.33,9,3.00,37,12.33,2,5.41%,0.67,17,45.95%,5.67,6,35.29%,2.00,9,52.94%,3.00,3,8.11%,1.00,15,40.54%,5.00,8,53.33%,2.67,2,0.67,2,0.67,,,,6,35.29%,2.00,0.214,0.071,0.379,0.126,0.986,0.329,0.130,0.043,0.484,0.161,0.166,0.055,0.214,0.071,0.066,0.022,1,50.00%,0.33,4,57.14%,1.33,1,0.33,,,,6,2.00,,,5,38.46%,1.67,4,44.44%,1.33,,,,1,50.00%,0.33,,,,,,,1,100.00%,0.33,1,0.33,1,33.33%,0.33,2,0.67,,,,1,50.00%,0.33,3,50.00%,1.00,,,,,,,,,1,33.33%,0.33,,,1,100.00%,0.33,,,,,3,23.08%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33523,LUIS,CHAVEZ,CHAVEZ L.,15-01-1996,2023,285,95,7,2.33,7,100.00%,2.33,3,42.86%,1.00,12,4.00,139,46.33,25,17.99%,8.33,107,76.98%,35.67,5,4.39%,1.67,1,20.00%,0.33,114,38.00,7,6.14%,2.33,10,3.33,18,6.00,1,0.33,1,100.00%,0.33,,,,10,3.33,3,16.67%,1.00,3,1.00,2,66.67%,0.67,3,1.00,28,9.33,4,14.29%,1.33,13,46.43%,4.33,6,46.15%,2.00,8,61.54%,2.67,4,14.29%,1.33,13,46.43%,4.33,4,30.77%,1.33,1,0.33,4,1.33,3,42.86%,1.00,2,11.11%,0.67,0.498,0.166,1.320,0.440,4.980,1.660,0.124,0.041,5.061,1.687,0.822,0.274,0.498,0.166,0.294,0.098,4,57.14%,1.33,6,24.00%,2.00,,,,,,4,1.33,2,0.67,4,40.00%,1.33,,,,,,,,,,,,,,,,,,,1,0.33,1,8.33%,0.33,3,1.00,,,,1,33.33%,0.33,1,25.00%,0.33,,,,2,0.67,,,,,,,,,4,57.14%,1.33,,,1,0.33,2,20.00%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45216,JORDI,CORTIZO,CORTIZO J.,30-06-1996,2023,15,15,,,,,,,,,,,3,3.00,,,,2,66.67%,2.00,,,,,,,2,2.00,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,1,1.00,,,,1,100.00%,1.00,1,100.00%,1.00,,,,,,,1,100.00%,1.00,1,100.00%,1.00,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59252,SANTIAGO TOMAS,GIMENEZ,GIMENEZ S.,18-04-2001,2023,238,79,7,2.33,4,57.14%,1.33,7,100.00%,2.33,2,0.67,37,12.33,6,16.22%,2.00,25,67.57%,8.33,13,24.07%,4.33,5,38.46%,1.67,54,18.00,11,20.37%,3.67,,,26,8.67,1,0.33,1,100.00%,0.33,,,,4,1.33,5,19.23%,1.67,6,2.00,,,,1,0.33,40,13.33,,,,13,32.50%,4.33,10,76.92%,3.33,21,161.54%,7.00,13,32.50%,4.33,13,32.50%,4.33,5,38.46%,1.67,8,2.67,,,4,100.00%,1.33,2,7.69%,0.67,1.271,0.424,1.445,0.482,1.530,0.510,0.073,0.024,0.554,0.185,0.175,0.058,1.271,0.424,0.272,0.091,,,,2,33.33%,0.67,,,,,,,,,,2,50.00%,0.67,1,100.00%,0.33,3,42.86%,1.00,,,,,,,,,,,,,1,0.33,,,,2,0.67,,,,,,,,,,,,,,,,,,8,61.54%,2.67,,,,,,,,1,0.33,,,,3,42.86%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
