Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,passChiave,passChiave_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,assist,assist_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,perdePalla,perdePalla_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,duelli,duelli_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,interventoPositivo,interventoPositivo_MEAN,retiSub,retiSub_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,thirdPass,thirdPass_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,palleLaterali,palleLaterali_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,falliSubiti,falliSubiti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,ammonizioni,ammonizioni_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,interventoNegativo,interventoNegativo_MEAN,autogol,autogol_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,golProcurati,golProcurati_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,cutBack,cutBack_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoRimessa,golSviluppoRimessa_PERC,golSviluppoRimessa_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN
24782,ADAM,HLOZEK,HLOZEK A.,25-07-2002,2023,118,59,1,0.50,,,,19,9.50,,,,17,89.47%,8.50,,,,26,13.00,4,15.38%,2.00,,,,,,,,7,3.50,2,1.00,3,42.86%,1.50,1,50.00%,0.50,3,1.50,2,66.67%,1.00,4,2.00,3,75.00%,1.50,22,11.00,8,36.36%,4.00,7,87.50%,3.50,10,125.00%,5.00,2,9.09%,1.00,,,,9,40.91%,4.50,3,33.33%,1.50,3,1.50,,,2,1.00,0.813,0.407,1.959,0.980,0.892,0.446,0.000,0.000,0.660,0.330,1.146,0.573,0.813,0.407,0.031,0.016,4,2.00,4,100.00%,2.00,2,50.00%,1.00,2,50.00%,1.00,1,3.85%,0.50,,,,,,,,,,,,,,,,,,,,,2,9.09%,1.00,2,1.00,,,2,50.00%,1.00,,,,2,1.00,,,,2,100.00%,1.00,2,50.00%,1.00,1,50.00%,0.50,4,57.14%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24403,TOMAS,HOLES,HOLES T.,31-03-1993,2023,296,99,4,1.33,,,,122,40.67,9,7.38%,3.00,95,77.87%,31.67,5,55.56%,1.67,82,27.33,,,,5,1.67,,,,,,17,5.67,18,6.00,6,35.29%,2.00,3,16.67%,1.00,,,,,,11,3.67,5,45.45%,1.67,33,11.00,22,66.67%,7.33,5,22.73%,1.67,6,27.27%,2.00,11,33.33%,3.67,8,72.73%,2.67,7,21.21%,2.33,7,100.00%,2.33,3,1.00,1,0.33,5,1.67,0.049,0.016,0.077,0.026,0.997,0.332,0.000,0.000,0.897,0.299,0.029,0.010,0.049,0.016,0.000,0.000,1,0.33,1,100.00%,0.33,,,,1,100.00%,0.33,1,1.22%,0.33,,,,,,,,,3,1.00,,,,,,,,,3,1.00,1,3.03%,0.33,1,0.33,,,1,100.00%,0.33,2,66.67%,0.67,1,0.33,1,100.00%,0.33,,,,,,,,,,6,35.29%,2.00,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42336,ROBIN,HRANAC,HRANAC R.,29-01-2000,2023,298,99,5,1.67,,,,85,28.33,1,1.18%,0.33,74,87.06%,24.67,1,100.00%,0.33,57,19.00,3,5.26%,1.00,2,0.67,1,0.33,,,,6,2.00,15,5.00,2,33.33%,0.67,4,26.67%,1.33,1,0.33,,,,1,0.33,,,,22,7.33,12,54.55%,4.00,3,25.00%,1.00,8,66.67%,2.67,5,22.73%,1.67,4,80.00%,1.33,10,45.45%,3.33,7,70.00%,2.33,6,2.00,1,0.33,5,1.67,0.435,0.145,0.061,0.020,0.182,0.061,0.058,0.019,-0.346,-0.115,-0.374,-0.125,0.435,0.145,0.324,0.108,2,0.67,1,50.00%,0.33,2,100.00%,0.67,,,,2,3.51%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,1,100.00%,0.33,1,100.00%,0.33,,,,2,33.33%,0.67,,,,,,,,,,,,,,,2,100.00%,0.67,3,1.00,1,0.33,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42335,VITEZSLAV,JAROS,JAROS V.,23-07-2001,2023,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.618,1.618,1.618,1.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60731,DAVID,JURASEK,JURASEK D.,07-08-2000,2023,170,85,3,1.50,2,66.67%,1.00,75,37.50,20,26.67%,10.00,49,65.33%,24.50,8,40.00%,4.00,51,25.50,1,1.96%,0.50,3,1.50,3,1.50,2,66.67%,1.00,15,7.50,11,5.50,1,6.67%,0.50,5,45.45%,2.50,5,2.50,,,,5,2.50,4,80.00%,2.00,19,9.50,7,36.84%,3.50,1,14.29%,0.50,8,114.29%,4.00,5,26.32%,2.50,4,80.00%,2.00,3,15.79%,1.50,2,66.67%,1.00,1,0.50,,,2,1.00,0.224,0.112,0.340,0.170,3.296,1.648,0.166,0.083,3.391,1.696,0.117,0.059,0.224,0.112,0.175,0.088,3,1.50,2,66.67%,1.00,1,33.33%,0.50,2,66.67%,1.00,2,3.92%,1.00,,,,,,,,,8,4.00,2,1.00,1,50.00%,0.50,,,,13,6.50,,,,,,,,1,50.00%,0.50,3,37.50%,1.50,3,1.50,1,33.33%,0.50,2,66.67%,1.00,1,50.00%,0.50,3,27.27%,1.50,2,13.33%,1.00,,,,,,,,,,,,,1,0.50,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
36874,MATEJ,JURASEK,JURASEK M.,30-08-2003,2023,58,29,2,1.00,1,50.00%,0.50,27,13.50,12,44.44%,6.00,15,55.56%,7.50,2,16.67%,1.00,29,14.50,2,6.90%,1.00,,,1,0.50,1,100.00%,0.50,6,3.00,1,0.50,,,,,,,8,4.00,6,75.00%,3.00,4,2.00,3,75.00%,1.50,16,8.00,9,56.25%,4.50,5,55.56%,2.50,5,55.56%,2.50,,,,,,,3,18.75%,1.50,1,33.33%,0.50,,,,,1,0.50,0.162,0.081,0.938,0.469,1.690,0.845,0.030,0.015,1.850,0.925,0.776,0.388,0.162,0.081,0.032,0.016,4,2.00,3,75.00%,1.50,,,,4,100.00%,2.00,5,17.24%,2.50,,,,,,,,,8,4.00,,,,,,,,,9,4.50,1,6.25%,0.50,1,0.50,,,3,100.00%,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25571,MATEJ,KOVAR,KOVAR M.,17-05-2000,2023,43,43,,,,,,18,18.00,,,,15,83.33%,15.00,,,,10,10.00,,,,,,,,,,,2,2.00,3,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,3,3.00,2,2.00,1,50.00%,1.00,10,10.00,2,2.00,9,90.00%,9.00,2,100.00%,2.00,6,6.00,2,33.33%,2.00,2,33.33%,2.00,1,100.00%,1.00,,,,1,1.00,2,33.33%,2.00,0.434,0.434,-0.566,-0.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24777,LADISLAV,KREJCI,KREJCI L. 99,20-04-1999,2023,298,99,3,1.00,1,33.33%,0.33,142,47.33,7,4.93%,2.33,122,85.92%,40.67,4,57.14%,1.33,99,33.00,7,7.07%,2.33,5,1.67,2,0.67,1,50.00%,0.33,12,4.00,17,5.67,6,50.00%,2.00,2,11.76%,0.67,2,0.67,2,100.00%,0.67,6,2.00,1,16.67%,0.33,42,14.00,30,71.43%,10.00,7,23.33%,2.33,7,23.33%,2.33,8,19.05%,2.67,6,75.00%,2.00,21,50.00%,7.00,17,80.95%,5.67,6,2.00,1,0.33,5,1.67,0.500,0.167,0.783,0.261,1.287,0.429,0.076,0.025,0.398,0.133,0.284,0.095,0.500,0.167,0.056,0.019,4,1.33,2,50.00%,0.67,3,75.00%,1.00,1,25.00%,0.33,4,4.04%,1.33,,,,,,,,,1,0.33,,,,,,,,,1,0.33,,,,,,,,,,,,,,1,0.33,1,100.00%,0.33,,,,2,100.00%,0.67,,,,8,66.67%,2.67,,,,,,,,,,,,,1,0.33,2,50.00%,0.67,,,,,2,50.00%,0.67,,,,,,,,,,,,,,,,,,,,,,,4,1.33,,,,,,,,,,,,,,,4,100.00%,1.33,,,,,,,,,,,,,1,25.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24405,JAN,KUCHTA,KUCHTA J.,08-01-1997,2023,104,52,,,,,,17,8.50,,,,11,64.71%,5.50,,,,23,11.50,2,8.70%,1.00,6,3.00,,,,,,11,5.50,3,1.50,2,18.18%,1.00,,,,,,,,,2,1.00,2,100.00%,1.00,16,8.00,3,18.75%,1.50,1,33.33%,0.50,9,300.00%,4.50,9,56.25%,4.50,2,22.22%,1.00,4,25.00%,2.00,1,25.00%,0.50,1,0.50,,,1,0.50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.379,-0.190,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,4.35%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33.33%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24818,ONDREJ,LINGR,LINGR O.,07-10-1998,2023,99,33,,,,,,27,9.00,4,14.81%,1.33,20,74.07%,6.67,1,25.00%,0.33,34,11.33,5,14.71%,1.67,1,0.33,,,,,,11,3.67,1,0.33,2,18.18%,0.67,,,,1,0.33,1,100.00%,0.33,4,1.33,2,50.00%,0.67,17,5.67,9,52.94%,3.00,3,33.33%,1.00,7,77.78%,2.33,4,23.53%,1.33,2,50.00%,0.67,6,35.29%,2.00,2,33.33%,0.67,,,,,3,1.00,0.590,0.197,0.579,0.193,0.562,0.187,0.000,0.000,0.236,0.079,-0.010,-0.003,0.590,0.197,0.061,0.020,3,1.00,1,33.33%,0.33,2,66.67%,0.67,1,33.33%,0.33,6,17.65%,2.00,,,,,,,,,,,1,0.33,,,,,,,1,0.33,2,11.76%,0.67,2,0.67,1,0.33,1,100.00%,0.33,,,,,,,,,,,,,,,,,,2,18.18%,0.67,1,100.00%,0.33,,,,,,,,,,,,2,33.33%,0.67,,,,,2,66.67%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21422,LUKAS,PROVOD,PROVOD L.,23-10-1996,2023,244,81,3,1.00,2,66.67%,0.67,93,31.00,5,5.38%,1.67,81,87.10%,27.00,3,60.00%,1.00,62,20.67,,,,2,0.67,2,0.67,2,100.00%,0.67,9,3.00,25,8.33,3,33.33%,1.00,10,40.00%,3.33,7,2.33,4,57.14%,1.33,4,1.33,2,50.00%,0.67,35,11.67,21,60.00%,7.00,8,38.10%,2.67,13,61.90%,4.33,6,17.14%,2.00,5,83.33%,1.67,10,28.57%,3.33,6,60.00%,2.00,4,1.33,,,3,1.00,0.160,0.053,0.705,0.235,0.878,0.293,0.088,0.029,0.695,0.232,0.545,0.182,0.160,0.053,0.031,0.010,3,1.00,3,100.00%,1.00,,,,3,100.00%,1.00,3,4.84%,1.00,,,,,,,,,,,,,,,,,,,,,4,11.43%,1.33,4,1.33,,,3,100.00%,1.00,,,,2,0.67,2,100.00%,0.67,,,,,,,3,12.00%,1.00,2,22.22%,0.67,,,,1,33.33%,0.33,,,,1,100.00%,0.33,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,
8359,PATRIK,SCHICK,SCHICK P.,24-01-1996,2023,135,45,2,0.67,,,,38,12.67,4,10.53%,1.33,27,71.05%,9.00,,,,47,15.67,3,6.38%,1.00,4,1.33,2,0.67,,,,13,4.33,4,1.33,3,23.08%,1.00,1,25.00%,0.33,,,,,,3,1.00,2,66.67%,0.67,32,10.67,11,34.38%,3.67,7,63.64%,2.33,16,145.45%,5.33,18,56.25%,6.00,7,38.89%,2.33,10,31.25%,3.33,3,30.00%,1.00,1,0.33,,,1,0.33,1.316,0.439,2.693,0.898,1.491,0.497,0.081,0.027,2.139,0.713,1.377,0.459,1.316,0.439,0.000,0.000,5,1.67,5,100.00%,1.67,4,80.00%,1.33,1,20.00%,0.33,6,12.77%,2.00,,,,,,,,,1,0.33,1,0.33,,,,,,,2,0.67,,,,,,,,1,20.00%,0.33,,,,,,,,,,,,4,80.00%,1.33,,,,2,15.38%,0.67,4,100.00%,1.33,1,20.00%,0.33,1,100.00%,0.33,,,,2,0.67,1,16.67%,0.33,,,,,1,20.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.00%,0.33,1,100.00%,0.33,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13147,PETR,SEVCIK,SEVCIK P.,04-05-1994,2023,31,15,3,1.50,,,,26,13.00,1,3.85%,0.50,21,80.77%,10.50,,,,24,12.00,2,8.33%,1.00,,,,,,,,5,2.50,3,1.50,,,,1,33.33%,0.50,1,0.50,1,100.00%,0.50,1,0.50,,,,7,3.50,5,71.43%,2.50,2,40.00%,1.00,2,40.00%,1.00,1,14.29%,0.50,,,,2,28.57%,1.00,1,50.00%,0.50,,,,,1,0.50,0.202,0.101,0.648,0.324,0.390,0.195,0.000,0.000,0.300,0.150,0.446,0.223,0.202,0.101,0.000,0.000,1,0.50,1,100.00%,0.50,1,100.00%,0.50,,,,2,8.33%,1.00,,,,,,,,,,,,,,,,,,,,,2,28.57%,1.00,2,1.00,,,,,,,,,,,,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13592,TOMAS,SOUCEK,SOUCEK T.,27-02-1995,2023,298,99,8,2.67,4,50.00%,1.33,97,32.33,11,11.34%,3.67,82,84.54%,27.33,5,45.45%,1.67,78,26.00,10,12.82%,3.33,2,0.67,7,2.33,4,57.14%,1.33,14,4.67,15,5.00,3,21.43%,1.00,7,46.67%,2.33,,,,,,7,2.33,4,57.14%,1.33,47,15.67,26,55.32%,8.67,13,50.00%,4.33,14,53.85%,4.67,20,42.55%,6.67,12,60.00%,4.00,10,21.28%,3.33,6,60.00%,2.00,5,1.67,,,5,1.67,0.595,0.198,0.508,0.169,2.986,0.995,0.727,0.242,1.557,0.519,-0.086,-0.029,0.595,0.198,0.000,0.000,3,1.00,2,66.67%,0.67,2,66.67%,0.67,1,33.33%,0.33,3,3.85%,1.00,,,,,,,,,3,1.00,,,,,,,,,3,1.00,5,10.64%,1.67,5,1.67,,,,,,1,33.33%,0.33,2,0.67,,,,2,100.00%,0.67,2,100.00%,0.67,2,13.33%,0.67,2,14.29%,0.67,2,100.00%,0.67,1,33.33%,0.33,1,100.00%,0.33,1,100.00%,0.33,2,0.67,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,
27430,JINDRICH,STANEK,STANEK J.,27-04-1996,2023,255,85,2,0.67,,,,69,23.00,,,,62,89.86%,20.67,,,,30,10.00,,,,,,,,,,,5,1.67,16,5.33,3,60.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.67,4,1.33,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2.67,2,0.67,11,3.67,8,72.73%,2.67,15,5.00,20,6.67,12,80.00%,4.00,18,90.00%,6.00,34,11.33,6,17.65%,2.00,7,20.59%,2.33,6,75.00%,2.00,1,12.50%,0.33,4,1.33,21,61.76%,7.00,5.896,1.965,1.896,0.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,
25068,PAVEL,SULC,SULC P.,29-12-2000,2023,80,80,1,1.00,,,,15,15.00,,,,12,80.00%,12.00,,,,14,14.00,,,,,,,,,,,8,8.00,5,5.00,3,37.50%,3.00,2,40.00%,2.00,,,,,,1,1.00,1,100.00%,1.00,9,9.00,5,55.56%,5.00,3,60.00%,3.00,2,40.00%,2.00,5,55.56%,5.00,3,60.00%,3.00,3,33.33%,3.00,2,66.67%,2.00,1,1.00,,,1,1.00,0.147,0.147,0.395,0.395,0.000,0.000,0.000,0.000,0.004,0.004,0.248,0.248,0.147,0.147,0.000,0.000,1,1.00,1,100.00%,1.00,1,100.00%,1.00,,,,2,14.29%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1.00,1,20.00%,1.00,6,75.00%,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,DENIS,ALIBEC,ALIBEC D.,05-01-1991,2023,37,19,,,,,,2,1.00,,,,2,100.00%,1.00,,,,9,4.50,,,,3,1.50,,,,,,4,2.00,,,2,50.00%,1.00,,,,,,,,,1,0.50,1,100.00%,0.50,9,4.50,4,44.44%,2.00,2,50.00%,1.00,1,25.00%,0.50,1,11.11%,0.50,,,,2,22.22%,1.00,1,50.00%,0.50,2,1.00,,,2,1.00,0.307,0.154,0.790,0.395,0.000,0.000,0.000,0.000,0.307,0.154,0.483,0.242,0.307,0.154,0.307,0.154,1,0.50,1,100.00%,0.50,1,100.00%,0.50,,,,1,11.11%,0.50,,,,,,,,,,,,,,,,,,,,,3,33.33%,1.50,3,1.50,,,,,,,,,,,,,,,,,1,100.00%,0.50,,,,,,,2,66.67%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173,NICUSOR SILVIU,BANCU,BANCU N.,18-09-1992,2023,289,96,4,1.33,1,25.00%,0.33,141,47.00,8,5.67%,2.67,112,79.43%,37.33,4,50.00%,1.33,84,28.00,,,,3,1.00,3,1.00,1,33.33%,0.33,18,6.00,15,5.00,8,44.44%,2.67,5,33.33%,1.67,2,0.67,1,50.00%,0.33,9,3.00,7,77.78%,2.33,29,9.67,13,44.83%,4.33,3,23.08%,1.00,9,69.23%,3.00,5,17.24%,1.67,3,60.00%,1.00,7,24.14%,2.33,5,71.43%,1.67,4,1.33,1,0.33,3,1.00,0.000,0.000,0.000,0.000,1.496,0.499,0.163,0.054,0.812,0.271,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,1.19%,0.33,,,,,,,,,4,1.33,1,0.33,,,,,,,6,2.00,2,6.90%,0.67,2,0.67,,,,,,1,25.00%,0.33,,,,,,,,,,,,1,6.67%,0.33,2,11.11%,0.67,,,,,,,,,,,,,2,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
